Tx	Ty	Tz
-0.0057	-0.0587	0.0717
-0.1157	-0.0587	0.0358
-0.11	0	-0.0358
-0.0538	-0.0929	0.0358
0.0538	-0.0929	-0.0342
0	0	0
0	0	0
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.1637	-0.0929	0
-0.11	0	-0.0358
0	0	0
-0.1075	0	0.0701
-0.1157	-0.0587	0.0358
-0.0595	0.0342	0.1059
0.1181	-0.1271	0.0717
-0.0619	0.0342	0
-0.1637	-0.0929	0
-0.1075	0	0.0701
0	0	0
-0.0024	0.1857	-0.1075
0	0	0
0.0538	0.0929	-0.0358
0	0	0
-0.0081	-0.0587	-0.0342
-0.0081	-0.0587	-0.0342
-0.1637	-0.0929	0
-0.0538	-0.0929	0.0358
0.0481	0.0342	0.0358
-0.0538	0.0929	0.0342
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
0	0	0
0.0562	-0.0929	0.0717
0	0	0
-0.1694	0.0342	0.0701
0.0562	0.0929	0.0701
-0.0619	0.0342	0
0.0644	-0.0342	0.1059
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.1637	-0.0929	0
-0.1075	0	0.0701
0.11	-0.1857	0.0375
0.0081	-0.1271	0.0358
-0.11	0	-0.0358
0.11	0	0.0358
-0.1075	0	0.0701
-0.0538	-0.0929	0.0358
-0.0538	0.0929	0.0342
-0.0562	-0.0929	-0.0701
0	-0.1857	0.0016
-0.1613	-0.2786	0.1075
-0.2794	0.2199	0.0326
0	-0.1857	0.0016
0.0024	0	0.1059
-0.0619	0.0342	0
-0.0538	-0.0929	0.0358
0.11	0	0.0358
-0.1157	-0.0587	0.0358
-0.1075	0	0.0701
0	0	0
0	0	0
0.0538	-0.0929	-0.0342
-0.11	0	-0.0358
-0.11	-0.1857	-0.0342
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
0.11	0	0.0358
-0.1075	0	0.0701
0.0538	0.0929	-0.0358
0.0538	0.0929	-0.0358
-0.0538	-0.0929	0.0358
0	0	0
-0.0538	-0.0929	0.0358
-0.0562	-0.0929	-0.0701
-0.1157	-0.0587	0.0358
0.2819	-0.2199	0.0733
0.0562	-0.0929	0.0717
0	0	0
-0.11	0	-0.0358
0.0619	-0.0342	0
-0.0619	0.0342	0
0.11	0	0.0358
0.1857	-0.1026	0
-0.1075	0	0.0701
-0.1157	-0.0587	0.0358
0	-0.1857	0.0016
0	0	0
0.11	0	0.0358
0.0562	-0.0929	0.0717
-0.1637	-0.0929	0
-0.0619	0.0342	0
-0.1613	-0.0929	0.1059
0.0562	-0.0929	0.0717
0	0	0
-0.1157	-0.0587	0.0358
0.0538	-0.0929	-0.0342
0.11	0	0.0358
-0.0538	-0.0929	0.0358
0	0	0
0.0024	0	0.1059
-0.0538	-0.0929	0.0358
0	0	0
0.0562	0.0929	0.0701
-0.0538	-0.0929	0.0358
-0.0057	0.1271	0.0701
-0.1018	0.0587	-0.0016
-0.0562	0.0929	-0.0717
0.1157	0.0587	-0.0358
0	-0.1857	0.0016
0.0619	-0.0342	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.0619	-0.0342	0
-0.0562	0.0929	-0.0717
-0.0562	-0.0929	-0.0701
-0.0619	0.0342	0
-0.1637	-0.0929	0
-0.1637	-0.0929	0
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.1075	0	0.0701
0.0538	-0.0929	-0.0342
0.0562	-0.0929	0.0717
-0.1157	-0.0587	0.0358
0.0562	0.0929	0.0701
0.1637	-0.0929	0.0016
0.0619	-0.0342	0
0	-0.1857	0.0016
0.11	-0.1857	0.0375
-0.0538	-0.0929	0.0358
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
0.1181	-0.1271	0.0717
-0.1637	-0.0929	0
0	0	0
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
-0.0538	0.0929	0.0342
-0.2256	-0.0587	0
0.0024	0	0.1059
0	0	0
-0.0538	-0.2786	0.0375
-0.0057	-0.0587	0.0717
-0.11	0	-0.0358
0.11	0	0.0358
-0.1157	-0.0587	0.0358
0	0	0
-0.1637	-0.0929	0
0	-0.1857	0.0016
-0.0538	-0.0929	0.0358
-0.0538	0.0929	0.0342
-0.1075	0	0.0701
-0.0081	-0.0587	-0.0342
0	-0.1857	0.0016
-0.1157	-0.0587	0.0358
-0.1157	0.1271	0.0342
-0.1157	-0.0587	0.0358
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
-0.1075	0	0.0701
0.11	0	0.0358
-0.1075	0	0.0701
-0.0538	-0.0929	0.0358
-0.1637	-0.0929	0
-0.1075	0	0.0701
-0.11	-0.1857	-0.0342
-0.0595	0.0342	0.1059
0.0538	-0.0929	-0.0342
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
-0.0619	0.0342	0
-0.0538	-0.0929	0.0358
0	0	0
-0.11	0	-0.0358
0	0	0
0	0	0
0	0	0
0.0481	0.0342	0.0358
-0.0057	-0.0587	0.0717
-0.0538	-0.0929	0.0358
-0.11	0	-0.0358
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
0	0	0
-0.1637	-0.0929	0
0.0081	0.0587	0.0342
0	-0.1857	0.0016
0	0	0
0.0481	0.0342	0.0358
-0.1157	0.1271	0.0342
0	0	0
0	0	0
0.0538	-0.0929	-0.0342
-0.0619	0.0342	0
0	0	0
0	0	0
-0.0081	-0.0587	-0.0342
0.0701	-0.1613	0.0358
0	0	0
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.0619	-0.0342	0
-0.0562	-0.0929	-0.0701
-0.0562	-0.0929	-0.0701
-0.0081	-0.0587	-0.0342
-0.0538	-0.0929	0.0358
0.0538	-0.0929	-0.0342
-0.1637	0.0929	-0.0016
0.0538	-0.0929	-0.0342
0.0619	-0.0342	0
-0.0538	-0.0929	0.0358
0	-0.1857	0.0016
-0.1719	0.0342	-0.0358
-0.1157	-0.0587	0.0358
-0.1157	-0.0587	0.0358
0	0	0
-0.0538	0.0929	0.0342
-0.0619	0.0342	0
-0.1075	0	0.0701
-0.1694	0.0342	0.0701
0	0	0
-0.1719	0.0342	-0.0358
0	0	0
-0.11	0	-0.0358
0.0562	-0.0929	0.0717
-0.0081	-0.0587	-0.0342
-0.1075	0	0.0701
0.1181	-0.1271	0.0717
-0.0619	0.0342	0
-0.0538	0.0929	0.0342
-0.11	0	-0.0358
-0.0538	-0.0929	0.0358
-0.11	-0.1857	-0.0342
0	0	0
-0.1637	-0.0929	0
-0.1157	-0.0587	0.0358
-0.0538	0.0929	0.0342
-0.11	0	-0.0358
0	0	0
0.1637	-0.0929	0.0016
-0.0538	0.0929	0.0342
0	-0.1857	0.0016
-0.1694	0.0342	0.0701
0	0	0
0.0081	0.0587	0.0342
-0.1075	0	0.0701
0	0	0
-0.0619	0.0342	0
-0.1075	0	0.0701
0	0	0
-0.0538	-0.0929	0.0358
-0.1637	-0.0929	0
-0.11	0	-0.0358
0	0	0
0.0081	-0.1271	0.0358
0.0619	-0.0342	0
-0.1075	0	0.0701
-0.11	0	-0.0358
-0.0057	-0.0587	0.0717
0.11	0	0.0358
-0.0538	0.0929	0.0342
0.0562	0.0929	0.0701
0	0	0
-0.0057	-0.0587	0.0717
0.0024	0	0.1059
-0.0619	-0.1515	0.0016
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.1694	-0.1515	0.0717
-0.2256	-0.0587	0
-0.1075	0	0.0701
0	0	0
0.0538	-0.0929	-0.0342
-0.0538	0.0929	0.0342
-0.1694	0.0342	0.0701
0.0538	-0.0929	-0.0342
0.0538	-0.0929	-0.0342
-0.0057	-0.0587	0.0717
-0.0538	-0.0929	0.0358
-0.1018	-0.1271	0
-0.0538	-0.0929	0.0358
-0.0081	-0.0587	-0.0342
0.0538	-0.0929	-0.0342
0.0481	0.0342	0.0358
0.0619	-0.0342	0
-0.11	0	-0.0358
0.0481	0.0342	0.0358
-0.1075	0	0.0701
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0	0	0
0	0	0
0	0	0
0.1075	-0.1857	-0.0684
-0.0481	-0.0342	-0.0358
0	0	0
0	-0.1857	0.0016
0.11	0	0.0358
0	0	0
0.0619	-0.0342	0
-0.1075	0	0.0701
0	0.1857	-0.0016
-0.1637	0.0929	-0.0016
0.11	0	0.0358
0.1637	-0.0929	0.0016
0.0619	-0.0342	0
-0.1637	-0.0929	0
0	0	0
-0.1637	-0.0929	0
-0.1637	-0.0929	0
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
-0.1157	-0.0587	0.0358
-0.2256	-0.0587	0
-0.1719	0.0342	-0.0358
0.0562	-0.0929	0.0717
0.0024	0	0.1059
0	0	0
0.0481	0.0342	0.0358
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
0	0	0
0	0	0
-0.0057	-0.0587	0.0717
-0.0057	-0.0587	0.0717
0.0481	0.0342	0.0358
0.11	0	0.0358
0.0481	0.0342	0.0358
-0.2794	0.0342	0.0342
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
0	0	0
0	0	0
0.11	-0.1857	0.0375
-0.1075	0.1857	0.0684
-0.1637	0.0929	-0.0016
-0.1637	-0.0929	0
0	0	0
-0.0538	0.0929	0.0342
0.0562	-0.0929	0.0717
-0.0538	0.0929	0.0342
-0.1637	-0.0929	0
0.1157	-0.1271	-0.0342
-0.0538	-0.0929	0.0358
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
0	0	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.1181	-0.0587	-0.0701
0	-0.1857	0.0016
0.1637	-0.0929	0.0016
-0.11	0	-0.0358
0.0619	-0.0342	0
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
0	0	0
0	-0.1857	0.0016
-0.0538	-0.0929	0.0358
0	-0.1857	0.0016
-0.0081	-0.0587	-0.0342
0	0	0
-0.0538	-0.0929	0.0358
0.0538	-0.0929	-0.0342
0.11	0	0.0358
-0.0538	-0.0929	0.0358
0	0	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
0	0	0
-0.1181	0.1271	-0.0717
0	-0.1857	0.0016
-0.0619	0.0342	0
0	0	0
-0.0538	-0.0929	0.0358
-0.0456	-0.0342	0.0701
0.0081	-0.1271	0.0358
0.0081	-0.1271	0.0358
0.1238	-0.0684	0
-0.0562	-0.0929	-0.0701
-0.1157	-0.0587	0.0358
0.0562	-0.0929	0.0717
0.0081	-0.1271	0.0358
0	0	0
0	0	0
0.11	0	0.0358
0.0562	-0.0929	0.0717
-0.2199	-0.1857	-0.0701
-0.1719	0.0342	-0.0358
-0.1075	0	0.0701
0.0619	-0.0342	0
-0.1637	-0.0929	0
0	0	0
-0.0538	-0.0929	0.0358
0.1238	-0.0684	0
-0.1719	0.0342	-0.0358
0.0562	-0.0929	0.0717
-0.0619	0.0342	0
-0.0619	0.0342	0
-0.0619	0.0342	0
0.0081	0.0587	0.0342
-0.2175	0	0.0342
-0.1157	-0.0587	0.0358
0	0	0
-0.1694	0.0342	0.0701
-0.1157	-0.0587	0.0358
0	0	0
-0.0456	-0.0342	0.0701
-0.0538	-0.0929	0.0358
0.11	0	0.0358
-0.11	0	-0.0358
-0.0538	0.0929	0.0342
-0.1075	0	0.0701
0	-0.1857	0.0016
-0.1157	0.1271	0.0342
0	0	0
-0.0538	-0.0929	0.0358
0	0	0
0.0081	-0.1271	0.0358
0.0562	0.0929	0.0701
-0.1075	0	0.0701
-0.1075	-0.1857	0.0717
0.0481	0.0342	0.0358
0.0057	-0.3128	-0.0684
-0.1637	-0.0929	0
-0.0057	0.1271	0.0701
0.0538	-0.2786	-0.0326
-0.11	0	-0.0358
-0.0538	0.0929	0.0342
0	0	0
-0.0538	-0.0929	0.0358
-0.1637	-0.0929	0
-0.11	0	-0.0358
0.0538	-0.0929	-0.0342
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.11	0	0.0358
0	0	0
-0.0538	-0.0929	0.0358
-0.2256	-0.0587	0
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
0	0	0
-0.1075	0	0.0701
0	0.1857	-0.0016
0	0	0
-0.2256	-0.0587	0
0.1157	-0.1271	-0.0342
-0.0081	-0.0587	-0.0342
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0	0	0
-0.0538	-0.0929	0.0358
0	0	0
0.0562	0.0929	0.0701
-0.0538	-0.0929	0.0358
-0.0081	-0.0587	-0.0342
-0.1075	0	0.0701
0	0	0
-0.0538	-0.0929	0.0358
0.0081	-0.1271	0.0358
-0.0619	0.0342	0
-0.0595	0.0342	0.1059
0	0	0
-0.0538	0.0929	0.0342
0.0081	-0.1271	0.0358
0.0538	-0.0929	-0.0342
0	0	0
0.0024	0	0.1059
-0.1637	-0.0929	0
-0.0538	-0.0929	0.0358
0.1181	-0.1271	0.0717
0	0	0
-0.0538	-0.0929	0.0358
0.0701	-0.1613	0.0358
-0.0619	-0.1515	0.0016
-0.1075	0	0.0701
-0.0538	-0.0929	0.0358
0	0	0
0.0562	-0.0929	0.0717
0	0	0
0.0081	-0.1271	0.0358
-0.0538	0.0929	0.0342
-0.0057	-0.0587	0.0717
-0.1075	0	0.0701
0.0701	-0.1613	0.0358
-0.0538	-0.0929	0.0358
-0.11	0	-0.0358
-0.0619	0.0342	0
0.0619	-0.0342	0
-0.1637	-0.0929	0
-0.0538	0.0929	0.0342
-0.0538	-0.0929	0.0358
0	0	0
-0.1719	0.0342	-0.0358
-0.0538	-0.0929	0.0358
-0.2175	0	0.0342
0.0024	0	0.1059
0	0	0
-0.0619	-0.1515	0.0016
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.1637	-0.0929	0
0	0	0
-0.0538	-0.0929	0.0358
0	0	0
0.0538	-0.0929	-0.0342
0.0538	-0.0929	-0.0342
-0.1157	-0.0587	0.0358
-0.1719	0.0342	-0.0358
-0.0538	0.0929	0.0342
-0.0619	0.0342	0
0.1181	-0.1271	0.0717
0.0024	0	0.1059
0.11	0	0.0358
-0.1157	0.1271	0.0342
0.0538	-0.0929	-0.0342
0	0	0
-0.0538	0.0929	0.0342
0.0538	-0.0929	-0.0342
0	0	0
-0.0538	0.0929	0.0342
-0.11	0	-0.0358
0	0	0
0.0081	-0.1271	0.0358
-0.1157	-0.0587	0.0358
0.0562	-0.0929	0.0717
-0.1157	-0.0587	0.0358
0	0	0
-0.0538	-0.0929	0.0358
0	0	0
-0.0538	-0.0929	0.0358
-0.11	-0.1857	-0.0342
-0.0057	-0.0587	0.0717
0.0619	-0.0342	0
0.0024	0	0.1059
0	0	0
-0.0538	0.0929	0.0342
-0.1694	0.0342	0.0701
0.0562	-0.0929	0.0717
0.11	0	0.0358
-0.1075	0	0.0701
-0.0138	0.0684	0.0358
0	0	0
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
-0.0538	0.0929	0.0342
-0.1637	-0.0929	0
-0.0081	-0.0587	-0.0342
0	0	0
0	0	0
0	0	0
-0.0538	0.0929	0.0342
0	0	0
-0.0538	0.0929	0.0342
0	-0.1857	0.0016
0	0	0
-0.1694	0.0342	0.0701
-0.1157	-0.0587	0.0358
0.11	0	0.0358
0.0619	-0.0342	0
-0.1075	0	0.0701
-0.1637	-0.0929	0
-0.1719	-0.1515	-0.0342
0	0	0
0	-0.1857	0.0016
-0.0562	0.0929	-0.0717
-0.11	0	-0.0358
-0.1637	-0.0929	0
-0.1075	0	0.0701
-0.0538	-0.0929	0.0358
0.0456	0.0342	-0.0701
-0.0619	0.0342	0
0	0	0
-0.2175	0	0.0342
-0.1157	-0.0587	0.0358
-0.0562	-0.0929	-0.0701
0	0	0
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
-0.1637	-0.0929	0
-0.0619	0.0342	0
0	0	0
-0.0562	-0.0929	-0.0701
0.0562	0.0929	0.0701
-0.0538	-0.0929	0.0358
0	0	0
0.0024	0	0.1059
-0.0538	-0.0929	0.0358
-0.2256	-0.0587	0
-0.0538	-0.0929	0.0358
-0.1075	0	0.0701
0	0	0
0	0	0
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
-0.1075	0.1857	0.0684
-0.11	0	-0.0358
-0.0538	0.0929	0.0342
-0.0538	-0.0929	0.0358
0	0	0
-0.1157	-0.0587	0.0358
0	0	0
-0.0538	-0.0929	0.0358
0	-0.1857	0.0016
-0.11	-0.1857	-0.0342
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.0538	0.0929	0.0342
-0.1613	0.0929	0.1043
-0.0562	-0.0929	-0.0701
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
0	0	0
-0.11	-0.1857	-0.0342
-0.0538	-0.0929	0.0358
0	0	0
-0.0562	-0.0929	-0.0701
-0.0619	0.0342	0
-0.0538	0.0929	0.0342
-0.1694	0.2199	0.0684
0	-0.1857	0.0016
-0.11	0	-0.0358
0.0481	0.0342	0.0358
0	0	0
0.0081	-0.1271	0.0358
-0.1075	0	0.0701
0.1157	-0.1271	-0.0342
-0.1157	-0.0587	0.0358
0.0562	-0.0929	0.0717
0.0619	-0.2199	0.0016
-0.0081	-0.0587	-0.0342
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
0	0	0
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
-0.11	0	-0.0358
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0	0	0
0	0	0
0.0619	-0.0342	0
0	0	0
0.0024	0	0.1059
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
-0.1694	0.0342	0.0701
-0.0619	0.0342	0
0.1719	-0.2199	0.0375
0.0057	-0.1271	-0.0701
-0.1018	-0.1271	0
0.0081	-0.1271	0.0358
0	0	0
-0.2256	-0.0587	0
0	0	0
-0.0481	-0.0342	-0.0358
0	0	0
0	0	0
0	0	0
0.0562	-0.0929	0.0717
0.1075	-0.1857	-0.0684
-0.1075	-0.1857	0.0717
-0.2232	0.1271	0.1043
-0.1613	-0.2786	0.1075
0.1181	-0.1271	0.0717
0	-0.1857	0.0016
0.0538	-0.0929	-0.0342
0	-0.1857	0.0016
0	-0.1857	0.0016
-0.1181	-0.0587	-0.0701
0.0562	-0.0929	0.0717
0.0081	-0.1271	0.0358
-0.1075	0	0.0701
0.0138	-0.2542	-0.0342
0	0	0
0	0.1857	-0.0016
-0.0538	-0.0929	0.0358
0	0	0
-0.0619	0.0342	0
-0.0538	-0.0929	0.0358
-0.2175	-0.1857	0.0358
-0.0619	-0.1515	0.0016
-0.0538	-0.0929	0.0358
0	0	0
-0.0456	-0.0342	0.0701
-0.0081	-0.0587	-0.0342
0.0081	-0.1271	0.0358
-0.1075	-0.1857	0.0717
-0.0619	0.0342	0
0.11	0	0.0358
-0.2794	0.0342	0.0342
-0.2256	-0.0587	0
-0.0619	0.2199	-0.0016
-0.1075	0	0.0701
-0.1157	-0.0587	0.0358
-0.0619	-0.1515	0.0016
0.0538	-0.0929	-0.0342
-0.1181	-0.0587	-0.0701
-0.0619	0.0342	0
0	0	0
-0.1157	-0.0587	0.0358
0	0	0
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.0538	-0.0929	-0.0342
0.0024	0	0.1059
0.0538	-0.0929	-0.0342
0	-0.1857	0.0016
-0.1075	0	0.0701
0	0	0
-0.1157	0.1271	0.0342
-0.0562	-0.0929	-0.0701
-0.0057	-0.0587	0.0717
0	0	0
0.1157	-0.1271	-0.0342
-0.11	0	-0.0358
-0.0538	-0.0929	0.0358
0.1181	-0.1271	0.0717
-0.0538	-0.0929	0.0358
0.0538	-0.0929	-0.0342
0	0	0
-0.1719	0.0342	-0.0358
-0.11	0	-0.0358
0.0562	-0.0929	0.0717
-0.0619	0.0342	0
-0.1157	-0.0587	0.0358
0.1637	-0.0929	0.0016
0.0538	-0.0929	-0.0342
0.0619	-0.0342	0
0.0081	-0.1271	0.0358
-0.2256	0.1271	-0.0016
0.0538	-0.0929	-0.0342
0	0	0
0	0	0
-0.1075	0	0.0701
0.1719	-0.0342	0.0358
-0.0538	-0.0929	0.0358
0.0024	0	0.1059
0.11	0	0.0358
0.0619	-0.2199	0.0016
-0.0538	-0.0929	0.0358
-0.2794	0.0342	0.0342
-0.0538	0.0929	0.0342
-0.11	0	-0.0358
-0.1694	0.0342	0.0701
0.1157	-0.1271	-0.0342
0.0538	-0.2786	-0.0326
-0.0619	-0.1515	0.0016
-0.0538	-0.0929	0.0358
-0.1637	-0.0929	0
-0.11	0	-0.0358
0	0	0
-0.1157	-0.0587	0.0358
-0.11	0	-0.0358
-0.11	0	-0.0358
-0.0619	0.0342	0
-0.0619	0.0342	0
0.0644	-0.0342	0.1059
-0.1075	0.1857	0.0684
0.0619	-0.0342	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.2256	-0.0587	0
-0.0538	0.0929	0.0342
0	0.1857	-0.0016
-0.0619	0.0342	0
-0.1075	0	0.0701
0.0081	-0.1271	0.0358
-0.0538	0.0929	0.0342
-0.0456	-0.2199	0.0717
0	0	0
0	0	0
0	0	0
0	-0.1857	0.0016
0.1637	-0.0929	0.0016
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.11	-0.1857	-0.0342
-0.1637	0.0929	-0.0016
-0.1157	-0.0587	0.0358
0	0	0
0.0081	0.0587	0.0342
0.0538	0.0929	-0.0358
0.1719	-0.2199	0.0375
0.0562	-0.0929	0.0717
0	0	0
0	0	0
0	0	0
0	0	0
-0.1075	0	0.0701
-0.0538	-0.0929	0.0358
0.11	-0.1857	0.0375
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0	-0.1857	0.0016
0.0619	-0.0342	0
0.0538	-0.0929	-0.0342
0	0	0
0.11	0	0.0358
-0.0619	0.0342	0
0	0	0
0.11	0	0.0358
0	0	0
0.0619	-0.0342	0
0	0	0
0.11	0	0.0358
-0.1637	-0.0929	0
0.0562	-0.0929	0.0717
0.1637	-0.0929	0.0016
-0.0538	-0.0929	0.0358
-0.0595	0.0342	0.1059
-0.1637	0.0929	-0.0016
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.11	0	-0.0358
0.0619	-0.2199	0.0016
0	0	0
0.11	0	0.0358
-0.1637	-0.0929	0
0.0481	0.0342	0.0358
-0.1157	-0.0587	0.0358
-0.1075	0	0.0701
0.0562	-0.0929	0.0717
-0.1157	-0.0587	0.0358
-0.0562	-0.0929	-0.0701
-0.2794	0.0342	0.0342
-0.0538	0.0929	0.0342
0.0562	-0.0929	0.0717
0.0538	-0.0929	-0.0342
0.0024	0	0.1059
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.1075	-0.1857	-0.0684
-0.0619	0.0342	0
-0.0538	-0.0929	0.0358
0	0	0
0	0	0
0	0	0
-0.1157	-0.0587	0.0358
-0.1613	0.0929	0.1043
0	0	0
-0.0538	-0.0929	0.0358
0.11	0	0.0358
-0.1157	0.1271	0.0342
0.0538	-0.0929	-0.0342
-0.0619	0.0342	0
0.0538	-0.0929	-0.0342
-0.0619	0.0342	0
0.1238	-0.0684	0
0.0562	-0.0929	0.0717
0.1719	-0.0342	0.0358
0	0	0
-0.1157	-0.0587	0.0358
-0.1694	0.0342	0.0701
-0.0619	0.0342	0
-0.2175	0	0.0342
0	0	0
0.0562	-0.0929	0.0717
-0.1157	0.1271	0.0342
0.11	0	0.0358
0	0	0
0.1637	-0.0929	0.0016
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
0.11	0	0.0358
0	0	0
-0.0538	-0.0929	0.0358
-0.1075	0	0.0701
-0.0619	0.0342	0
-0.1719	0.0342	-0.0358
-0.2175	0	0.0342
-0.0538	-0.0929	0.0358
-0.11	0	-0.0358
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.1637	0.0929	-0.0016
-0.1637	-0.0929	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
-0.11	-0.1857	-0.0342
-0.11	0	-0.0358
-0.1637	-0.0929	0
0.0024	0	0.1059
-0.1556	-0.0342	0.0342
-0.0538	-0.0929	0.0358
0.1051	0	-0.176
0.0033	-0.1271	-0.176
-0.4024	-0.0244	-0.2476
0.0513	-0.0929	-0.1401
-0.11	0	-0.0358
0.0024	0	0.1059
0.1149	0.1857	0.246
-0.0489	0.0929	0.246
0.0529	0.0342	0.2476
0.0587	0.0929	0.176
-0.0057	-0.0587	0.0717
-0.5018	0.0342	-0.1434
-0.0106	-0.0586	-0.1401
-0.1124	0	-0.1417
-0.1206	-0.0586	-0.176
-0.1719	0.2199	-0.0375
-0.0562	-0.0929	-0.0701
0.0024	0	0.1059
-0.0513	0.0929	0.1401
